Course,Topic,Term,Year,Sentence
Unstructured Data Analysis,Text,4,2,", “economic,” “economics,” “eco- nomically” are all replaced by the stem “economic"
Unstructured Data Analysis,Text,4,2,” The Porter stemmer is a standard stemming tool for English language text
Unstructured Data Analysis,Text,4,2,All of these cleaning steps reduce the number of unique language elements we must consider and thus the dimensionality of the data
Unstructured Data Analysis,Text,4,2,This can provide a massive computational benefit and it is also often key to getting more interpretable model fits (e
Unstructured Data Analysis,Text,4,2,", in topic modeling)"
Unstructured Data Analysis,Text,4,2,"However, each of these steps requires careful decisions about the elements likely to carry meaning in a particular application"
Unstructured Data Analysis,Text,4,2,One researcher’s stop words may be another’s subject of interest
Unstructured Data Analysis,Text,4,2,Dropping numerals from political text means missing references to “the first 100 days” or “September 11
Unstructured Data Analysis,Text,4,2,"” In online communication, even punctuation can no longer be stripped without potentially significant information loss"
Unstructured Data Analysis,Text,4,2,Producing a tractable representation also requires that we limit dependence among language ele- ments
Unstructured Data Analysis,Text,4,2,"A fairly mild step in this direction, for example, might be to parse documents into distinct sentences and encode features of these sentences while ignoring the order in which they occur"
Unstructured Data Analysis,Text,4,2,The most common methodologies go much further The simplest and most common way to represent a document is as a bag-of-words
Unstructured Data Analysis,Text,4,2,"The order of words is ignored altogether, and ci is a vector whose length is equal to the number of words in the vocabulary and whose elements cij are the number of times word j occurs in document i"
Unstructured Data Analysis,Text,4,2,This scheme can be extended to encode a limited amount of dependence by counting unique phrases rather than unique words
Unstructured Data Analysis,Text,4,2,A phrase of length n is referred to as an n-gram
Unstructured Data Analysis,Text,4,2,"For example, in our snippet above, the count of 2-grams (or bigrams) would have cij = 2 for j = good"
Unstructured Data Analysis,Text,4,2,"night, cij = 1 for j including night"
Unstructured Data Analysis,Text,4,2,"good, night"
Unstructured Data Analysis,Text,4,2,"part, part"
Unstructured Data Analysis,Text,4,2,"sweet, and sweet"
Unstructured Data Analysis,Text,4,2,"sorrow, and cij = 0 for all other possible 2-grams"
Unstructured Data Analysis,Text,4,2,The bag-of-words representation then corresponds to counts of 1-grams
Unstructured Data Analysis,Text,4,2,Counting n-grams of order n > 1 yields data that describe a limited amount of the dependence between words
Unstructured Data Analysis,Text,4,2,"Specifically, the n-gram counts are sufficient for estimation of an n-order homo- geneous Markov model across words (i"
Unstructured Data Analysis,Text,4,2,", the model that arises if we assume that word choice is only dependent upon the previous n words)"
Unstructured Data Analysis,Text,4,2,This can lead to richer modeling
Unstructured Data Analysis,Text,4,2,"In analysis of partisan speech, for example, single words are often insufficient to capture the patterns of interest: “death tax” and “tax break” are phrases with strong partisan overtones that are not evident if we look at the single words “death,” “tax,” and “break"
Unstructured Data Analysis,Text,4,2,"Unfortunately, the dimension of ci increases exponentially quickly with the order n of the phrases tracked"
Unstructured Data Analysis,Text,4,2,The majority of text analyses consider n-grams up to 2 or 3 at most and the ubiquity of these simple representations (in both machine learning and social science) reflects a belief that the return to richer n-gram modeling is usually small relative to the cost
Unstructured Data Analysis,Text,4,2,The best practice in many cases is to begin analysis by focusing on single words
Unstructured Data Analysis,Text,4,2,"Given the accuracy obtained with words alone, we can then evaluate if it is worth the extra time to move on to 2-grams or 3-grams"
Unstructured Data Analysis,Text,4,2,"While rarely used in the social sciences literature to date, there is a vast array of methods from computational linguistics that capture richer features of text and may have high return in certain applications"
Unstructured Data Analysis,Text,4,2,One basic step beyond the simple n-gram counting above is to use sentence syntax to inform the text tokens used to summarize a document
Unstructured Data Analysis,Text,4,2,"An alternative approach is to move beyond treating documents as counts of language tokens, and to instead consider the ordered sequence of transitions between words"
Unstructured Data Analysis,Text,4,2,"In this case, one would typically break the document into sentences and treat each as a separate unit for analysis"
